timing_mode,checkpoint_id,outcome_id,model_id,revision_size_bin,n_obs,mean_squared_loss_gain_vs_no_revision,share_positive_loss_gain,mean_official_revision,mean_abs_official_revision
exact,pre_second,S,ar,abs_le_0p1,18,-143.62779138804706,0.05555555555555555,0.01696666666666676,0.04414444444444438
exact,pre_second,S,ar,abs_0p1_0p2,9,-1.7254588395882484,0.1111111111111111,0.006455555555555536,0.14218888888888898
exact,pre_second,S,ar,abs_0p2_0p5,32,-4.52381560566827,0.125,0.11116250000000001,0.33426875
exact,pre_second,S,ar,abs_gt_0p5,20,-51.80081063370669,0.3,0.06386999999999984,0.9402799999999998
exact,pre_second,S,bridge,abs_le_0p1,18,-56.8465981055888,0.1111111111111111,0.01696666666666676,0.04414444444444438
exact,pre_second,S,bridge,abs_0p1_0p2,9,-1.9064019624939599,0.1111111111111111,0.006455555555555536,0.14218888888888898
exact,pre_second,S,bridge,abs_0p2_0p5,32,-4.257049023652073,0.15625,0.11116250000000001,0.33426875
exact,pre_second,S,bridge,abs_gt_0p5,20,-21.398096443227118,0.3,0.06386999999999984,0.9402799999999998
exact,pre_second,S,indicator_revision_only_dfm_kalman_em,abs_le_0p1,18,-0.101355541185077,0.16666666666666666,0.01696666666666676,0.04414444444444438
exact,pre_second,S,indicator_revision_only_dfm_kalman_em,abs_0p1_0p2,9,-0.03878681256720675,0.2222222222222222,0.006455555555555536,0.14218888888888898
exact,pre_second,S,indicator_revision_only_dfm_kalman_em,abs_0p2_0p5,32,-0.028303148408922077,0.53125,0.11116250000000001,0.33426875
exact,pre_second,S,indicator_revision_only_dfm_kalman_em,abs_gt_0p5,20,0.0545284535781622,0.55,0.06386999999999984,0.9402799999999998
exact,pre_second,S,joint_indicator_revision_dfm_full_kalman_em,abs_le_0p1,18,-0.20525670916736893,0.1111111111111111,0.01696666666666676,0.04414444444444438
exact,pre_second,S,joint_indicator_revision_dfm_full_kalman_em,abs_0p1_0p2,9,-0.06825624737636048,0.2222222222222222,0.006455555555555536,0.14218888888888898
exact,pre_second,S,joint_indicator_revision_dfm_full_kalman_em,abs_0p2_0p5,32,-0.01084359042166603,0.65625,0.11116250000000001,0.33426875
exact,pre_second,S,joint_indicator_revision_dfm_full_kalman_em,abs_gt_0p5,20,-0.06238241815107468,0.55,0.06386999999999984,0.9402799999999998
exact,pre_second,S,midas_umidas,abs_le_0p1,18,-34.102576080803914,0.0,0.01696666666666676,0.04414444444444438
exact,pre_second,S,midas_umidas,abs_0p1_0p2,9,-2.1468351554262144,0.2222222222222222,0.006455555555555536,0.14218888888888898
exact,pre_second,S,midas_umidas,abs_0p2_0p5,32,-2.923438946360135,0.15625,0.11116250000000001,0.33426875
exact,pre_second,S,midas_umidas,abs_gt_0p5,20,-52.26866404628673,0.45,0.06386999999999984,0.9402799999999998
exact,pre_second,S,monthly_mixed_frequency_kalman_em,abs_le_0p1,18,-0.054074938305860944,0.2222222222222222,0.01696666666666676,0.04414444444444438
exact,pre_second,S,monthly_mixed_frequency_kalman_em,abs_0p1_0p2,9,-0.030449145412914342,0.4444444444444444,0.006455555555555536,0.14218888888888898
exact,pre_second,S,monthly_mixed_frequency_kalman_em,abs_0p2_0p5,32,-0.009012611189657077,0.59375,0.11116250000000001,0.33426875
exact,pre_second,S,monthly_mixed_frequency_kalman_em,abs_gt_0p5,20,-0.01577231610689387,0.6,0.06386999999999984,0.9402799999999998
exact,pre_second,S,release_dfm,abs_le_0p1,18,-0.028438982763783687,0.2777777777777778,0.01696666666666676,0.04414444444444438
exact,pre_second,S,release_dfm,abs_0p1_0p2,9,-0.015524479617454056,0.4444444444444444,0.006455555555555536,0.14218888888888898
exact,pre_second,S,release_dfm,abs_0p2_0p5,32,-0.09313897882119535,0.65625,0.11116250000000001,0.33426875
exact,pre_second,S,release_dfm,abs_gt_0p5,20,-0.4211808790499728,0.65,0.06386999999999984,0.9402799999999998
