model_id,checkpoint_id,target_id,exact,pseudo,exact_minus_pseudo_RMSE
ar,pre_advance,A,1.955340304602206,1.955340304602206,0.0
ar,pre_second,S,2.148887281469643,2.148887281469643,0.0
ar,pre_third,T,2.212292032476177,2.212292032476177,0.0
bridge,pre_advance,A,1.9583557645187113,1.9462799776906707,0.0120757868280405
bridge,pre_second,S,2.0131103747964807,1.995636816755342,0.0174735580411387
bridge,pre_third,T,1.979610107649695,1.969686033863026,0.009924073786669
indicator_revision_only_dfm_kalman_em,pre_advance,A,2.34248208137426,2.3397095583270446,0.0027725230472155
indicator_revision_only_dfm_kalman_em,pre_second,S,0.5856228395309215,0.585615200295572,7.639235349521378e-06
indicator_revision_only_dfm_kalman_em,pre_third,T,0.3705892083628563,0.3705330269915229,5.6181371333341446e-05
joint_indicator_revision_dfm_full_kalman_em,pre_advance,A,2.1747863557270963,2.169959246457424,0.0048271092696725
joint_indicator_revision_dfm_full_kalman_em,pre_second,S,0.5997253430410951,0.5983535864346856,0.0013717566064095
joint_indicator_revision_dfm_full_kalman_em,pre_third,T,0.372740565512798,0.3727544022160166,-1.3836703218583768e-05
midas_umidas,pre_advance,A,8.970865471343489,9.054780681274147,-0.0839152099306588
midas_umidas,pre_second,S,2.323162795574536,2.3065368252726675,0.0166259703018685
midas_umidas,pre_third,T,2.394494549761791,2.3873583123461697,0.0071362374156214
monthly_mixed_frequency_kalman_em,pre_advance,A,2.1800764082366157,2.186324848429608,-0.006248440192992
monthly_mixed_frequency_kalman_em,pre_second,S,0.5566823248319457,0.5550522845352548,0.0016300402966908
monthly_mixed_frequency_kalman_em,pre_third,T,0.3675378290466028,0.3670349228274115,0.0005029062191913
no_revision,pre_advance,A,2.2441904220672404,2.2441904220672404,0.0
no_revision,pre_second,S,0.5605800485026388,0.5605800485026388,0.0
no_revision,pre_third,T,0.3625432587804929,0.3625432587804929,0.0
release_dfm,pre_advance,A,1.8079609698245875,1.806389216998864,0.0015717528257237
release_dfm,pre_second,S,0.5751701307266809,0.574888045186054,0.0002820855406269
release_dfm,pre_third,T,0.4168646351562438,0.4168853836448782,-2.0748488634425577e-05
revision_dfm_kalman_em,pre_advance,A,1.916491913737565,1.915169007274087,0.0013229064634776
revision_dfm_kalman_em,pre_second,S,0.5919229041701802,0.5914359973562274,0.0004869068139528
revision_dfm_kalman_em,pre_third,T,0.3727329902954265,0.372650005169386,8.298512604049124e-05
spf,pre_advance,A,1.619258509753849,1.619258509753849,0.0
spf,pre_second,S,1.7721253557137646,1.7721253557137646,0.0
spf,pre_third,T,1.8005107820510409,1.8005107820510409,0.0
standard_dfm,pre_advance,A,1.8079609698245875,1.806389216998864,0.0015717528257237
standard_dfm,pre_second,S,1.9410534353442803,1.93696425173282,0.0040891836114604
standard_dfm,pre_third,T,1.9609329550582488,1.9582545652174392,0.0026783898408095
