timing_mode,checkpoint_id,outcome_id,model_id,mean_squared_error,initial_model_count,final_model_count,n_obs_final_set,alpha,bootstrap_reps,block_length,included_in_mcs_alpha_10pct,elimination_step,p_value_at_elimination,test_stat_at_elimination,last_set_p_value,last_set_test_stat,method_note
exact,pre_advance,DELTA_SA,ar,0.45987673583332944,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,bridge,0.5159483662583094,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,indicator_revision_only_dfm_kalman_em,0.3245156186075948,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,joint_indicator_revision_dfm_full_kalman_em,0.3948934905749802,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,midas_umidas,192.284466650974,11,10,79,0.1,1000,4,False,1.0,0.013986013986013986,2.5610940455619504,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,monthly_mixed_frequency_kalman_em,0.4130245139572208,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,no_revision,0.3245156186075948,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,release_dfm,0.40351374162108655,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,revision_dfm_kalman_em,0.35802510684057715,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
exact,pre_advance,DELTA_SA,spf,0.3245156186075948,11,10,79,0.1,1000,4,True,,,,0.26573426573426573,1.657530074721556,Block-bootstrap MCS-style elimination using average squared-loss differentials.
